daily_income,daily_expense,goal_type,goal_amount,daily_saving_capacity,recommended_daily_saving,months_to_reach_goal,profile_type
1588,844,Gold,296382,744.0,320.25,11.96,student
548,250,Education,245752,298.0,117.05,29.64,urban
606,138,Marriage,532147,468.0,202.32,38.07,rural
498,407,Education,436146,91.0,32.68,146.01,rural
2496,1604,Bike,121546,892.0,359.5,4.32,student
414,326,Marriage,728105,88.0,38.5,260.27,urban
2940,1501,Emergency Fund,89926,1439.0,540.19,1.93,student
359,253,Emergency Fund,119610,106.0,38.2,37.0,student
484,240,Bike,54504,244.0,102.83,6.96,urban
572,201,Marriage,278200,371.0,143.78,23.87,urban
538,105,Marriage,607647,433.0,145.39,50.88,rural
404,285,Bike,125497,119.0,56.46,35.43,student
2879,2481,Education,412301,398.0,188.85,34.54,rural
461,106,Education,192162,355.0,140.53,19.68,student
1771,1526,Marriage,386503,245.0,103.05,50.22,urban
1682,679,Education,138944,1003.0,458.98,4.2,rural
389,164,Bike,95678,225.0,78.25,12.9,rural
345,119,Gold,43552,226.0,107.11,5.93,student
432,222,Education,353365,210.0,89.67,56.97,student
487,327,Marriage,470191,160.0,57.73,104.58,urban
374,310,Bike,126457,64.0,21.73,63.13,rural
313,176,Bike,59251,137.0,62.5,13.55,rural
433,282,House Downpayment,808948,151.0,59.5,161.52,rural
459,359,Bike,134943,100.0,43.96,49.21,urban
1169,295,Marriage,764891,874.0,408.49,27.89,student
507,180,Marriage,396134,327.0,139.69,38.01,rural
1403,169,Marriage,565507,1234.0,529.61,15.31,student
2874,1586,Emergency Fund,65778,1288.0,575.72,1.56,urban
1116,907,Marriage,480818,209.0,76.51,79.19,rural
2091,1519,Emergency Fund,44252,572.0,212.48,2.75,student
462,246,Bike,124876,216.0,71.42,17.49,rural
2590,1520,Marriage,610599,1070.0,418.61,20.91,student
2562,124,Gold,75244,2438.0,1125.28,0.94,student
2564,2240,House Downpayment,875919,324.0,112.51,82.05,urban
1992,294,Gold,87499,1698.0,724.56,1.82,rural
1256,561,Emergency Fund,100444,695.0,280.57,4.61,rural
528,123,Bike,147814,405.0,163.57,13.26,urban
1320,689,Bike,133245,631.0,242.07,7.27,urban
2273,842,Emergency Fund,65366,1431.0,464.48,1.55,rural
419,272,House Downpayment,1069646,147.0,54.92,222.07,student
1910,861,Bike,70016,1049.0,440.45,2.18,student
2310,347,Bike,144721,1963.0,729.22,2.24,student
1723,1234,Education,257327,489.0,202.11,19.16,rural
935,351,Marriage,789950,584.0,189.54,43.33,urban
307,236,Marriage,607578,71.0,26.62,301.09,student
2113,832,House Downpayment,659909,1281.0,488.82,18.74,student
1995,542,Education,396979,1453.0,689.03,9.78,student
1964,1535,Emergency Fund,42548,429.0,198.03,3.53,rural
441,332,Gold,90820,109.0,48.66,28.99,student
2273,562,Bike,112747,1711.0,775.96,2.22,student
2356,1511,Bike,68625,845.0,338.24,2.77,rural
1542,533,Marriage,251542,1009.0,446.41,8.71,rural
786,535,Education,227521,251.0,95.67,33.0,urban
1968,761,Emergency Fund,81544,1207.0,527.58,2.36,urban
503,440,House Downpayment,1107766,63.0,27.12,578.47,urban
1434,366,House Downpayment,986772,1068.0,342.33,28.63,urban
2451,884,Bike,110308,1567.0,685.73,2.15,rural
1942,1677,Marriage,240427,265.0,96.71,27.65,rural
2840,2460,Marriage,446512,380.0,177.18,42.52,urban
1279,400,Marriage,243552,879.0,381.86,9.18,urban
1037,115,Education,217063,922.0,412.32,7.89,student
314,226,Bike,140735,88.0,36.8,54.58,student
939,687,Education,268098,252.0,92.25,36.68,urban
2452,1734,Emergency Fund,78032,718.0,340.93,3.8,rural
408,142,Marriage,472521,266.0,104.84,55.3,rural
1106,512,House Downpayment,762967,594.0,253.59,43.77,urban
2649,633,Gold,122380,2016.0,703.71,1.96,rural
2752,1415,Emergency Fund,66977,1337.0,488.28,1.54,rural
502,375,Gold,281070,127.0,42.17,66.58,rural
920,243,Marriage,469073,677.0,301.62,23.35,rural
434,296,Bike,101750,138.0,60.03,22.88,rural
1767,1271,Emergency Fund,43244,496.0,211.84,2.68,urban
1921,450,Bike,57673,1471.0,641.69,1.33,student
1488,424,Gold,280483,1064.0,447.56,8.86,student
1445,837,Gold,172258,608.0,275.59,8.77,rural
886,229,Bike,109166,657.0,284.71,5.31,urban
401,198,Emergency Fund,54477,203.0,72.76,8.08,urban
553,449,Emergency Fund,62410,104.0,47.76,19.18,rural
1060,203,Gold,154077,857.0,335.31,6.22,urban
427,114,Emergency Fund,141107,313.0,133.2,15.94,rural
1038,382,Marriage,528295,656.0,284.63,27.89,urban
2950,2209,Gold,64837,741.0,293.98,3.19,urban
2997,707,Gold,196691,2290.0,936.41,2.8,urban
1764,1040,Emergency Fund,114483,724.0,277.44,5.63,rural
2976,803,Emergency Fund,85818,2173.0,848.35,1.28,rural
2411,1881,Emergency Fund,35798,530.0,247.32,2.41,rural
2601,827,Emergency Fund,147794,1774.0,609.01,2.86,urban
2689,1411,Bike,140262,1278.0,540.66,3.57,student
433,167,Marriage,763145,266.0,116.56,101.55,urban
1440,419,Marriage,752608,1021.0,352.75,23.09,student
419,209,House Downpayment,500616,210.0,76.43,84.86,student
405,286,House Downpayment,1647279,119.0,46.17,488.95,urban
1615,730,Education,432409,885.0,397.56,14.91,urban
922,172,Bike,85391,750.0,338.1,3.89,student
677,116,Education,432431,561.0,205.62,25.59,student
2591,188,Marriage,695293,2403.0,897.95,10.07,rural
2583,2097,House Downpayment,1013441,486.0,164.73,63.33,urban
1936,245,Gold,216906,1691.0,778.21,4.36,student
337,223,House Downpayment,1346389,114.0,52.28,369.62,urban
2795,2367,Education,452723,428.0,187.36,34.32,urban
566,398,Bike,52367,168.0,70.37,9.38,student
2532,1764,Bike,81680,768.0,291.73,3.21,rural
1576,1193,House Downpayment,1063513,383.0,141.0,84.66,rural
906,451,Marriage,520859,455.0,178.57,36.78,rural
1872,527,Marriage,794425,1345.0,618.34,20.78,rural
337,153,Emergency Fund,77652,184.0,85.73,13.64,student
362,120,Emergency Fund,129517,242.0,80.28,17.14,rural
2040,1254,Emergency Fund,121969,786.0,262.66,5.53,rural
2490,555,Marriage,517242,1935.0,764.02,9.54,rural
1407,912,Marriage,656983,495.0,194.0,47.33,student
924,231,Gold,41056,693.0,273.55,1.96,rural
545,359,Gold,187741,186.0,71.61,31.64,urban
2512,1313,Bike,127331,1199.0,404.44,3.33,urban
563,103,Emergency Fund,32086,460.0,167.46,2.54,rural
2432,1648,Gold,276050,784.0,358.21,12.16,student
718,160,House Downpayment,1905861,558.0,183.82,109.22,student
769,576,Marriage,500953,193.0,85.28,86.41,rural
1949,405,House Downpayment,1476098,1544.0,638.49,29.79,student
1666,1281,Gold,160130,385.0,171.36,12.64,rural
2505,957,House Downpayment,1469292,1548.0,728.82,34.27,student
1084,776,Emergency Fund,55059,308.0,131.65,5.85,urban
1061,873,Emergency Fund,48116,188.0,86.42,7.96,rural
570,337,Gold,254474,233.0,79.31,34.95,student
1146,738,Gold,246284,408.0,161.43,21.09,urban
573,184,Bike,120876,389.0,180.61,10.94,rural
1833,1405,Education,255425,428.0,190.24,21.88,student
1862,1351,Gold,57620,511.0,206.02,3.49,student
2301,1624,Gold,149667,677.0,311.36,6.8,urban
1369,328,Gold,138125,1041.0,412.29,4.76,student
2883,692,Gold,153550,2191.0,739.73,2.37,urban
598,256,Education,166199,342.0,114.88,17.49,student
2356,1271,House Downpayment,1304932,1085.0,457.53,42.11,rural
2219,891,House Downpayment,883740,1328.0,635.91,21.26,student
487,348,Emergency Fund,119399,139.0,63.73,26.33,urban
303,226,Education,458942,77.0,28.77,188.15,urban
1661,543,Bike,141545,1118.0,466.53,3.87,rural
1272,772,House Downpayment,943351,500.0,218.48,63.99,urban
2028,758,Marriage,524809,1270.0,600.02,13.23,urban
853,657,Marriage,518404,196.0,65.28,86.8,urban
2600,1137,Education,266371,1463.0,659.09,5.84,student
1100,270,Education,360424,830.0,301.08,15.35,student
2266,1736,Marriage,646143,530.0,249.01,37.17,urban
1396,860,Emergency Fund,57973,536.0,210.21,3.31,urban
440,245,House Downpayment,1515875,195.0,88.2,270.65,student
395,299,House Downpayment,1409096,96.0,34.29,530.1,student
414,367,Education,270989,47.0,19.47,191.12,rural
307,234,Bike,141029,73.0,31.06,67.43,urban
442,269,House Downpayment,1616780,173.0,59.0,281.89,urban
2335,1244,Education,201157,1091.0,372.8,6.07,rural
771,432,House Downpayment,1643886,339.0,113.76,153.88,urban
2234,1683,Education,220412,551.0,191.66,13.27,student
334,228,House Downpayment,880505,106.0,35.98,278.8,student
1844,727,Gold,277098,1117.0,479.13,8.4,student
1131,661,Gold,66635,470.0,217.02,4.65,student
334,158,House Downpayment,753749,176.0,72.31,132.88,rural
341,221,Bike,113345,120.0,41.58,33.39,urban
1359,705,Education,333355,654.0,222.21,18.25,student
1605,910,Emergency Fund,137397,695.0,240.73,5.99,rural
450,345,Emergency Fund,109678,105.0,46.82,36.82,student
2918,1495,Emergency Fund,92415,1423.0,650.07,2.05,rural
1215,313,Gold,267825,902.0,299.05,10.13,student
786,327,Bike,119499,459.0,174.14,9.45,student
2335,2009,House Downpayment,1198374,326.0,115.44,122.26,rural
1870,1597,Marriage,604991,273.0,128.93,71.67,rural
453,280,Bike,58374,173.0,55.99,11.21,student
767,653,Education,466163,114.0,49.31,128.26,rural
646,412,Gold,296635,234.0,104.14,42.04,student
601,343,Gold,53164,258.0,102.46,7.13,student
558,131,Bike,133759,427.0,144.45,11.22,rural
1327,871,Emergency Fund,52229,456.0,201.49,3.47,urban
928,245,Bike,90927,683.0,232.51,4.25,student
1631,402,Bike,77532,1229.0,535.3,1.98,student
1051,835,Emergency Fund,128084,216.0,97.74,19.53,urban
545,224,Bike,76492,321.0,107.88,7.83,rural
1047,622,Gold,153808,425.0,164.59,12.74,student
309,266,House Downpayment,1025114,43.0,15.68,778.48,student
1791,1258,Gold,116693,533.0,205.26,7.39,rural
952,841,Education,431432,111.0,41.97,126.95,urban
389,335,House Downpayment,766165,54.0,25.46,469.32,urban
1040,895,Gold,228748,145.0,58.64,57.69,urban
1723,853,Education,246852,870.0,319.75,8.84,rural
2770,315,Emergency Fund,45313,2455.0,1081.56,0.65,urban
347,124,House Downpayment,1285040,223.0,88.62,174.67,student
1364,197,Bike,118302,1167.0,481.03,3.48,rural
346,234,Bike,149360,112.0,36.66,46.13,urban
477,377,House Downpayment,1371001,100.0,40.94,494.14,urban
735,503,Emergency Fund,33137,232.0,105.5,5.12,rural
1474,871,Marriage,568126,603.0,257.97,28.48,rural
2120,218,Marriage,222038,1902.0,808.46,3.59,urban
474,213,Emergency Fund,52564,261.0,85.27,6.27,urban
398,253,Gold,150679,145.0,51.76,32.47,rural
1331,548,Gold,236914,783.0,262.93,10.32,student
956,790,Gold,51827,166.0,69.34,9.95,rural
589,252,Bike,134235,337.0,153.66,14.13,rural
458,297,Emergency Fund,80361,161.0,62.39,16.44,urban
626,478,Gold,220171,148.0,52.83,48.51,urban
1203,1051,Marriage,384196,152.0,64.06,84.31,student
2744,297,Marriage,229916,2447.0,933.43,3.35,student
919,577,House Downpayment,1616885,342.0,141.29,170.42,student
405,314,House Downpayment,932140,91.0,42.03,328.23,urban
495,367,House Downpayment,1989070,128.0,49.95,550.02,urban
1489,871,Bike,108925,618.0,244.43,5.3,rural
1658,977,Emergency Fund,99830,681.0,230.2,4.5,rural
2348,837,Gold,172616,1511.0,664.3,3.95,student
1763,971,Emergency Fund,37204,792.0,314.98,1.66,student
2418,113,Marriage,683725,2305.0,1004.16,10.23,student
391,245,Bike,77424,146.0,69.17,16.79,urban
2793,455,Bike,52065,2338.0,776.45,0.7,urban
2007,1537,House Downpayment,667726,470.0,158.71,43.05,student
504,214,House Downpayment,1081013,290.0,94.63,131.55,rural
525,365,Emergency Fund,26294,160.0,53.05,4.94,student
638,316,Bike,83075,322.0,153.49,8.47,student
1416,1034,Marriage,739449,382.0,134.1,68.05,rural
2882,121,Education,180262,2761.0,998.41,2.2,urban
2195,177,Education,160130,2018.0,652.21,2.65,student
2687,1607,Marriage,419074,1080.0,375.24,12.86,student
477,233,Bike,105095,244.0,110.15,15.56,urban
423,193,Gold,48387,230.0,95.09,7.65,urban
575,290,Marriage,739112,285.0,118.09,80.65,urban
321,235,Marriage,621392,86.0,35.09,225.67,student
1165,1026,Marriage,437742,139.0,44.75,102.32,student
1399,294,Bike,114344,1105.0,392.66,3.67,student
437,187,Education,368758,250.0,99.13,44.72,urban
2643,2076,Bike,123467,567.0,197.11,6.63,urban
2558,2115,Emergency Fund,87448,443.0,158.98,7.16,rural
1099,662,Bike,64877,437.0,178.83,5.43,urban
494,297,House Downpayment,1405961,197.0,92.89,247.72,rural
1834,100,Emergency Fund,29016,1734.0,729.72,0.53,rural
373,312,Bike,118386,61.0,28.5,63.71,student
938,529,Education,487339,409.0,180.96,42.87,student
591,479,House Downpayment,1494524,112.0,36.14,405.54,rural
1366,558,Bike,134519,808.0,298.36,5.93,student
334,293,Gold,203035,41.0,15.92,176.51,urban
845,369,Marriage,236766,476.0,163.37,18.06,student
2412,2011,Education,279970,401.0,132.61,24.63,student
758,637,Education,466150,121.0,49.66,132.64,rural
2260,387,House Downpayment,1266023,1873.0,761.64,22.15,rural
784,384,Gold,286470,400.0,140.01,23.04,rural
1310,604,Marriage,569585,706.0,330.8,27.42,urban
2205,1631,Marriage,381573,574.0,200.17,20.27,urban
1503,624,House Downpayment,841485,879.0,324.32,34.95,student
1351,929,Gold,48086,422.0,143.17,3.47,student
569,481,Marriage,369034,88.0,39.24,143.41,urban
2619,786,House Downpayment,867262,1833.0,711.93,16.27,urban
470,181,Marriage,492378,289.0,125.75,53.67,urban
656,240,Emergency Fund,145293,416.0,198.66,11.06,urban
2903,1853,Bike,84672,1050.0,403.33,2.43,urban
431,212,Gold,218204,219.0,91.76,36.12,rural
572,266,Education,424138,306.0,99.29,49.25,urban
530,418,Education,429750,112.0,37.91,139.71,urban
2609,1803,Emergency Fund,38119,806.0,340.45,1.55,rural
1446,518,Marriage,489219,928.0,316.1,16.07,urban
1005,340,Emergency Fund,79706,665.0,290.84,4.02,rural
633,335,Emergency Fund,40790,298.0,124.95,4.86,student
405,256,House Downpayment,1772371,149.0,70.23,416.07,urban
911,789,Marriage,535979,122.0,56.04,137.22,urban
2780,185,House Downpayment,1402388,2595.0,1209.37,16.69,rural
2711,1105,Bike,58652,1606.0,598.38,1.25,student
1431,208,Education,399650,1223.0,583.33,10.27,urban
1611,1401,Bike,133677,210.0,85.67,20.82,rural
1202,535,Emergency Fund,31801,667.0,266.98,1.63,urban
354,298,Education,387488,56.0,22.51,250.42,rural
319,143,House Downpayment,1540360,176.0,69.29,304.73,student
2517,2130,House Downpayment,1927412,387.0,158.37,179.64,student
1347,1189,Education,404292,158.0,61.28,84.19,urban
1035,788,Bike,147971,247.0,91.94,20.44,student
1920,368,Education,460599,1552.0,639.65,10.22,student
606,280,Marriage,232083,326.0,146.26,24.23,urban
391,174,Education,218414,217.0,103.13,34.83,student
505,108,Bike,73308,397.0,145.35,5.89,rural
758,417,Marriage,593098,341.0,111.09,54.74,urban
2140,1649,Emergency Fund,84933,491.0,172.06,5.46,rural
1013,653,Emergency Fund,72022,360.0,170.61,6.09,student
576,145,Marriage,621748,431.0,158.8,50.97,rural
2340,520,Education,258127,1820.0,778.69,4.85,urban
1481,1131,Gold,235331,350.0,126.02,23.96,student
473,306,Gold,136521,167.0,58.74,25.97,urban
717,261,Marriage,260842,456.0,151.77,20.61,rural
1213,480,Marriage,547500,733.0,235.09,25.78,student
1623,1252,House Downpayment,1255166,371.0,149.32,114.62,student
1335,708,House Downpayment,1790086,627.0,270.16,103.17,rural
348,145,Bike,147402,203.0,88.49,23.49,student
2909,562,Emergency Fund,58394,2347.0,1028.39,0.89,student
401,137,Education,306428,264.0,120.17,42.49,urban
1216,1092,Bike,116634,124.0,40.08,28.22,urban
358,248,Bike,117488,110.0,39.59,32.23,student
348,151,House Downpayment,1114677,197.0,69.53,174.45,rural
1867,1652,Gold,207232,215.0,71.75,33.76,rural
668,100,House Downpayment,1592073,568.0,234.24,100.0,urban
554,102,Education,126973,452.0,182.08,10.2,student
779,266,Gold,60342,513.0,188.43,3.65,urban
456,251,Gold,41806,205.0,83.89,7.01,rural
332,164,Emergency Fund,99907,168.0,60.86,18.03,student
1006,853,Marriage,710445,153.0,56.72,143.6,urban
515,406,House Downpayment,1316391,109.0,44.48,386.54,student
1272,449,Marriage,373625,823.0,285.91,15.02,rural
420,135,Marriage,737188,285.0,104.49,90.84,student
1412,575,Marriage,474229,837.0,276.88,17.61,student
527,435,Gold,159466,92.0,33.43,52.21,student
570,239,House Downpayment,537092,331.0,144.2,55.44,student
2621,1008,House Downpayment,915920,1613.0,619.86,20.57,student
2389,807,Marriage,269705,1582.0,734.12,6.08,rural
2602,1119,Bike,81401,1483.0,678.47,1.91,urban
2250,1057,House Downpayment,754428,1193.0,513.46,21.69,student
1330,829,Education,428547,501.0,162.93,30.64,rural
470,316,Bike,146594,154.0,66.07,31.0,student
649,218,Bike,57366,431.0,161.2,4.12,student
581,325,Emergency Fund,84664,256.0,115.95,10.07,urban
1407,622,Gold,294318,785.0,345.45,11.49,rural
848,363,Marriage,465084,485.0,201.21,29.96,student
301,215,Education,483191,86.0,34.81,199.65,rural
361,236,Education,120427,125.0,49.32,32.2,urban
647,561,Bike,135832,86.0,34.11,47.44,student
767,351,Gold,204517,416.0,187.24,15.39,student
1315,700,Marriage,572556,615.0,218.44,28.64,student
2234,478,Marriage,330018,1756.0,687.23,6.7,student
727,373,Marriage,307281,354.0,158.16,29.34,student
1224,925,House Downpayment,1552659,299.0,125.46,158.96,rural
323,228,Emergency Fund,78476,95.0,43.77,27.02,urban
542,485,Bike,88554,57.0,26.59,50.32,rural
457,371,Bike,133096,86.0,37.77,50.81,rural
431,294,Marriage,740858,137.0,59.19,191.2,student
596,113,Emergency Fund,128565,483.0,155.32,8.26,student
666,553,Education,329424,113.0,42.27,99.96,urban
1674,398,House Downpayment,1453985,1276.0,420.66,37.28,student
1295,471,Education,193420,824.0,284.91,8.43,rural
2441,1729,Gold,200152,712.0,237.29,10.19,student
2975,181,House Downpayment,1694610,2794.0,1305.65,21.41,rural
2614,841,Education,412321,1773.0,737.82,8.49,student
392,218,Gold,88458,174.0,82.64,17.48,urban
527,464,Marriage,354522,63.0,28.94,186.47,rural
1394,529,Emergency Fund,136378,865.0,302.07,5.04,student
1924,271,Bike,137637,1653.0,589.43,3.01,rural
594,518,Gold,52964,76.0,25.72,24.41,student
1857,1488,Marriage,437866,369.0,124.72,39.85,student
1147,723,Education,432727,424.0,167.73,35.19,rural
1811,1286,Bike,142566,525.0,197.2,8.38,rural
515,352,House Downpayment,906289,163.0,67.0,197.61,rural
398,262,Emergency Fund,147711,136.0,56.35,38.22,rural
591,470,Education,345431,121.0,55.02,97.53,urban
1466,966,Emergency Fund,123731,500.0,200.74,7.84,urban
2058,1109,Gold,286367,949.0,439.95,10.11,rural
2831,971,Emergency Fund,25994,1860.0,876.66,0.5,rural
2112,1802,Education,431670,310.0,105.74,49.84,student
381,212,Education,431134,169.0,54.73,90.82,urban
1543,518,Bike,73342,1025.0,421.83,2.51,urban
399,270,House Downpayment,1164616,129.0,50.6,285.13,student
1922,641,House Downpayment,887122,1281.0,437.99,22.69,student
1621,660,Bike,135687,961.0,388.29,5.08,urban
525,168,Education,229121,357.0,150.35,20.24,urban
2674,1287,Gold,145954,1387.0,495.92,3.77,rural
2166,614,Marriage,399142,1552.0,529.52,9.07,student
871,275,Education,308529,596.0,213.22,17.71,rural
2685,1718,House Downpayment,530046,967.0,436.39,17.81,rural
872,454,Marriage,783116,418.0,187.2,59.78,student
1480,953,Emergency Fund,115933,527.0,248.29,7.54,student
2454,1891,Marriage,645362,563.0,199.74,37.5,rural
306,261,Emergency Fund,139252,45.0,20.61,101.09,urban
338,189,House Downpayment,629008,149.0,50.35,132.22,rural
531,135,Emergency Fund,68239,396.0,185.78,5.68,rural
852,642,Education,322704,210.0,77.29,50.06,urban
1127,814,Education,381240,313.0,109.98,43.23,urban
2425,130,Emergency Fund,109965,2295.0,836.22,1.54,urban
2882,2491,Emergency Fund,75354,391.0,167.44,6.26,urban
1342,513,House Downpayment,1304228,829.0,303.79,49.48,rural
2307,733,Education,270641,1574.0,686.66,5.56,rural
545,461,Gold,159381,84.0,34.67,57.02,student
703,562,Marriage,759525,141.0,65.44,182.88,rural
551,371,Bike,107065,180.0,70.68,19.95,urban
1589,1193,House Downpayment,1314388,396.0,144.22,107.48,rural
2445,2038,House Downpayment,1977967,407.0,160.21,154.11,urban
1273,986,House Downpayment,971601,287.0,121.15,112.31,urban
2721,345,Education,430385,2376.0,895.33,5.51,urban
1150,997,Bike,110258,153.0,72.58,26.0,urban
1048,683,Bike,59106,365.0,119.09,5.92,urban
2716,2161,Bike,107166,555.0,221.56,6.3,student
2389,1902,Bike,59370,487.0,187.37,4.35,rural
1635,1152,Bike,89327,483.0,221.67,6.13,rural
2321,1748,House Downpayment,888938,573.0,263.49,53.76,rural
400,194,Education,357522,206.0,75.2,58.96,student
758,416,Education,152214,342.0,145.19,15.14,student
345,183,Marriage,544076,162.0,74.22,106.8,rural
2767,1505,Education,493404,1262.0,578.96,13.05,student
