daily_income,income_stability,goal_type,goal_amount,daily_expense,profile_type,months_to_reach_goal,recommended_daily_saving,discipline_score
172.9,0.7,Gold,214081,109,student,111.68,25.56,31
373.59,0.63,Gold,259990,132,rural,35.87,96.64,48
513.76,0.76,Bike,61671,141,rural,5.51,149.1,66
91.5,0.75,Emergency Fund,29173,122,student,,,5
961.41,0.73,Emergency Fund,24820,149,urban,1.02,324.96,74
2612.15,0.89,Bike,130635,140,urban,1.76,988.86,100
174.3,0.83,Bike,99891,110,student,51.78,25.72,36
1261.61,0.67,Marriage,221502,131,urban,6.53,452.24,72
470.73,0.71,Marriage,239716,177,rural,27.2,117.49,53
1057.7,0.7,Marriage,314721,97,urban,10.92,384.28,76
202.92,0.76,Gold,204978,127,student,90.0,30.37,34
534.6,0.9,House Downpayment,1318363,137,rural,110.53,159.04,80
203.0,0.7,Gold,40891,146,student,23.91,22.8,23
748.08,0.72,Bike,95741,124,urban,5.11,249.63,72
507.52,0.64,Marriage,732026,84,rural,57.61,169.41,64
1750.56,0.84,Education,135287,130,urban,2.78,648.22,93
322.92,0.92,Bike,56452,158,student,11.41,65.97,56
163.68,0.62,Education,252988,97,student,126.47,26.67,30
422.92,0.97,Marriage,393430,168,student,51.44,101.97,70
311.1,0.85,Marriage,326711,119,rural,56.69,76.84,62
95.81,0.67,Gold,286370,131,student,,,5
238.28,0.74,Education,414546,113,rural,110.3,50.11,46
113.1,0.78,Education,484839,113,student,161613.0,0.04,5
583.81,0.79,Marriage,682824,121,rural,49.18,185.12,75
387.0,0.9,Emergency Fund,148156,186,student,24.57,80.4,56
1226.4,0.84,Bike,149007,136,urban,4.56,436.16,89
347.6,0.88,House Downpayment,764090,119,rural,111.42,91.44,69
228.69,0.99,Bike,98691,150,student,41.81,31.48,40
1704.69,0.93,Emergency Fund,32854,93,urban,0.68,644.68,100
322.08,0.66,Bike,112058,145,student,21.09,70.83,43
591.26,0.74,House Downpayment,1668496,154,rural,127.19,174.9,65
1790.68,0.89,House Downpayment,538347,145,urban,10.9,658.27,98
384.54,0.78,House Downpayment,1493330,147,student,209.55,95.02,57
360.8,0.8,Marriage,517993,137,rural,77.15,89.52,59
293.8,0.65,Emergency Fund,121045,132,rural,24.94,64.72,42
1070.88,0.69,House Downpayment,535134,165,urban,19.69,362.35,70
104.88,0.76,Marriage,572473,116,student,,,5
262.91,0.61,Gold,187393,150,student,55.32,45.16,31
337.56,0.97,Education,186804,154,rural,33.92,73.42,63
302.64,0.97,Education,282158,172,student,71.99,52.26,50
2164.56,0.87,Education,459895,164,urban,7.66,800.22,96
523.77,0.79,Education,431645,172,rural,40.9,140.71,63
112.0,1.0,House Downpayment,1845281,123,student,,,5
1051.83,0.87,Education,443720,121,urban,15.89,372.33,92
1486.66,0.98,Emergency Fund,105501,145,urban,2.62,536.66,100
2610.72,0.98,Gold,193615,175,urban,2.65,974.29,100
140.6,0.95,Marriage,670560,155,student,,,5
267.26,0.83,House Downpayment,1826614,142,student,486.09,50.1,46
246.48,0.78,Education,127487,137,student,38.82,43.79,41
248.62,0.62,Education,362694,102,student,82.46,58.65,43
245.0,0.7,Emergency Fund,121811,88,rural,25.86,62.8,53
164.26,0.86,Bike,136168,135,student,155.12,11.7,18
282.87,0.63,Education,296698,143,rural,70.71,55.95,37
192.78,0.63,Bike,138547,129,student,72.41,25.51,25
292.48,0.64,Bike,73132,174,rural,20.58,47.39,31
726.53,0.97,Gold,189715,158,rural,11.12,227.41,91
676.86,0.87,Marriage,475114,87,rural,26.85,235.94,90
308.1,0.79,Gold,142671,152,student,30.47,62.44,48
280.44,0.82,Bike,90555,76,rural,14.76,81.78,71
696.51,0.71,Gold,208188,104,urban,11.71,237.0,72
1166.0,1.0,Marriage,276664,141,urban,9.0,410.0,100
393.47,0.77,Gold,212716,121,rural,26.02,108.99,63
668.39,0.89,Marriage,586974,97,rural,34.24,228.56,91
319.16,0.79,Gold,292431,142,rural,55.02,70.86,52
404.2,0.86,Gold,69559,107,student,7.8,118.88,75
1983.69,0.93,Gold,140069,140,urban,2.53,737.48,100
276.79,0.89,House Downpayment,1076808,128,rural,241.24,59.52,57
2155.34,0.97,Bike,138825,132,urban,2.29,809.34,100
88.32,0.64,Gold,81099,167,student,,,5
409.7,0.85,Marriage,332064,115,student,37.56,117.88,73
961.2,0.9,Emergency Fund,131601,77,urban,4.96,353.68,99
1095.5,0.7,Gold,93399,140,urban,3.26,382.2,73
1374.48,0.72,Bike,86254,169,urban,2.39,482.19,75
274.92,0.79,Marriage,677255,165,rural,205.38,43.97,37
118.34,0.97,Emergency Fund,83184,152,student,,,5
1449.0,0.92,Marriage,402744,109,urban,10.02,536.0,100
1513.11,0.93,Education,345501,151,urban,8.46,544.84,100
219.3,0.86,Gold,136224,189,student,149.86,12.12,14
1421.44,0.64,Bike,96117,115,urban,2.45,522.58,70
255.11,0.97,House Downpayment,1188810,135,student,329.92,48.04,54
330.0,0.75,House Downpayment,725345,126,rural,118.52,81.6,55
120.7,0.85,Emergency Fund,77253,155,student,,,5
253.5,0.65,Marriage,787453,153,rural,261.18,40.2,30
419.25,0.75,Marriage,793787,129,rural,91.16,116.1,62
579.67,0.91,Education,249626,153,rural,19.5,170.67,80
306.72,0.72,Marriage,299449,164,student,69.94,57.09,40
500.08,0.76,Emergency Fund,146831,126,rural,13.08,149.63,68
260.65,0.65,Marriage,710987,172,rural,267.34,35.46,26
261.9,0.9,Bike,123884,156,student,38.99,42.36,43
227.5,0.91,Bike,83269,191,student,76.04,14.6,17
343.52,0.76,Gold,122560,156,rural,21.79,75.01,49
185.12,0.89,Emergency Fund,109507,78,student,34.08,42.85,61
1264.8,0.62,House Downpayment,1216806,149,urban,36.35,446.32,65
348.94,0.73,Emergency Fund,109375,121,student,15.99,91.18,57
281.37,0.83,Emergency Fund,60473,146,rural,14.89,54.15,47
275.25,0.75,Marriage,733591,131,student,169.52,57.7,47
418.75,0.67,Education,175407,154,rural,22.08,105.9,50
338.4,0.8,Education,309374,147,rural,53.88,76.56,54
207.36,0.72,Emergency Fund,143927,106,student,47.33,40.54,42
1212.48,0.96,Gold,71796,142,urban,2.24,428.19,100
1676.7,0.69,Bike,142750,120,urban,3.06,622.68,76
571.0,1.0,Bike,71820,133,rural,5.47,175.2,92
339.24,0.66,Gold,261045,121,rural,39.87,87.3,50
565.25,0.95,House Downpayment,1248040,91,rural,87.72,189.7,95
472.86,0.71,Bike,108376,126,rural,10.41,138.74,62
680.6,0.83,Emergency Fund,66478,157,urban,4.23,209.44,76
289.8,0.92,Bike,91832,110,student,17.02,71.92,68
2112.88,0.98,Bike,121076,154,urban,2.06,783.55,100
560.56,0.91,Gold,186424,112,rural,13.85,179.42,87
1111.8,0.6,House Downpayment,1638706,173,urban,58.18,375.52,60
1050.84,0.63,Emergency Fund,37458,133,urban,1.36,367.14,66
435.21,0.89,Emergency Fund,43974,97,student,4.33,135.28,82
1862.77,0.89,Education,219001,106,urban,4.16,702.71,100
803.2,0.8,Emergency Fund,120057,153,urban,6.15,260.08,77
894.72,0.64,Gold,277119,119,urban,11.91,310.29,66
2258.72,0.76,House Downpayment,758828,141,urban,11.94,847.09,85
219.96,0.94,House Downpayment,1135239,146,student,511.65,29.58,37
994.5,0.85,Bike,137385,171,urban,5.56,329.4,84
1922.8,0.76,House Downpayment,1321584,166,urban,25.08,702.72,83
452.35,0.83,Bike,57405,144,rural,6.21,123.34,67
643.08,0.92,Bike,120382,101,rural,7.4,216.83,93
433.59,0.97,House Downpayment,1128552,141,student,128.57,117.04,78
609.16,0.97,Emergency Fund,98361,178,rural,7.6,172.46,82
2157.54,0.77,Gold,121196,132,urban,1.99,810.22,86
367.36,0.64,Marriage,238686,102,rural,29.98,106.14,55
170.04,0.78,Emergency Fund,91748,115,student,55.56,22.02,30
1676.64,0.84,Gold,76832,127,urban,1.65,619.86,93
1901.68,0.88,Marriage,256286,120,urban,4.79,712.67,98
1348.8,0.8,House Downpayment,749590,119,urban,20.32,491.92,87
1426.95,0.63,House Downpayment,1604214,149,urban,41.84,511.18,67
342.02,0.98,House Downpayment,1741534,118,rural,259.13,89.61,77
246.0,0.75,Marriage,583431,130,rural,167.65,46.4,42
2145.0,1.0,Marriage,339483,145,urban,5.66,800.0,100
1802.16,0.72,Bike,61237,131,urban,1.22,668.46,80
340.68,0.68,Marriage,474922,138,rural,78.11,81.07,48
344.44,0.79,House Downpayment,1572060,159,student,282.58,74.18,51
69.76,0.64,Gold,253977,107,student,,,5
643.85,0.79,Marriage,336476,106,urban,20.85,215.14,79
1617.72,0.61,Education,482143,124,urban,10.76,597.49,67
1695.0,0.75,House Downpayment,793288,135,urban,16.95,624.0,82
197.62,0.82,Bike,80513,145,student,51.0,21.05,26
1519.2,0.9,Emergency Fund,149183,157,urban,3.65,544.88,96
333.74,0.74,House Downpayment,534903,107,student,78.64,90.7,60
1476.6,0.92,Marriage,465418,121,urban,11.44,542.24,100
292.52,0.71,Bike,109031,126,rural,21.83,66.61,48
120.54,0.82,Gold,204845,127,student,,,5
1108.0,0.8,Emergency Fund,61940,121,urban,2.09,394.8,85
417.75,0.75,Education,406889,97,rural,42.29,128.3,69
489.83,0.73,Gold,253587,157,rural,25.4,133.13,59
483.84,0.84,Education,277870,159,rural,28.51,129.94,67
104.49,0.81,Emergency Fund,33002,141,student,,,5
514.5,0.7,Gold,279939,133,rural,24.46,152.6,62
1746.36,0.98,House Downpayment,1926824,166,urban,40.64,632.14,100
734.3,0.7,Marriage,610229,110,urban,32.58,249.72,71
460.24,0.88,House Downpayment,713022,87,rural,63.68,149.3,85
714.89,0.97,Education,349322,148,rural,20.54,226.76,92
547.77,0.93,House Downpayment,1467157,162,rural,126.77,154.31,78
949.0,0.65,Education,376558,91,urban,14.63,343.2,70
455.05,0.95,Marriage,491278,116,student,48.3,135.62,84
1926.4,0.7,Bike,94218,120,urban,1.74,722.56,78
2526.3,0.9,House Downpayment,1443567,158,urban,20.32,947.32,100
270.18,0.79,Marriage,751961,124,rural,171.47,58.47,51
270.63,0.97,Emergency Fund,98974,135,student,24.32,54.25,58
237.32,0.68,Marriage,694578,134,rural,224.09,41.33,35
201.6,0.84,Marriage,570656,123,student,242.01,31.44,39
471.24,0.68,Marriage,685705,105,rural,62.41,146.5,63
321.9,0.74,Marriage,719928,119,student,118.27,81.16,55
477.12,0.96,Gold,253865,138,rural,24.95,135.65,81
270.84,0.61,House Downpayment,1483446,136,student,366.72,53.94,36
635.8,0.85,Education,172552,127,rural,11.3,203.52,81
226.56,0.96,Marriage,729785,124,student,237.19,41.02,52
353.08,0.91,Bike,71925,123,rural,10.42,92.03,71
1011.66,0.78,Education,120507,97,urban,4.39,365.86,84
506.85,0.93,House Downpayment,1736955,166,rural,169.87,136.34,75
2019.28,0.86,Bike,81950,130,urban,1.45,755.71,96
172.42,0.74,Emergency Fund,84717,133,student,71.64,15.77,20
181.44,0.96,Marriage,285211,116,student,145.28,26.18,41
645.96,0.84,House Downpayment,1989753,166,rural,138.19,191.98,74
597.36,0.76,House Downpayment,955507,164,rural,73.5,173.34,66
1923.2,0.8,Education,203092,173,urban,3.87,700.08,87
2000.3,0.83,House Downpayment,620975,135,urban,11.1,746.12,92
261.22,0.74,Bike,80672,163,student,27.38,39.29,33
1169.6,0.86,Emergency Fund,23462,148,urban,0.77,408.64,90
408.96,0.96,Emergency Fund,138037,167,rural,19.02,96.78,68
212.84,0.68,House Downpayment,829164,161,student,533.16,20.74,19
247.17,0.77,House Downpayment,1178765,87,rural,245.32,64.07,59
361.12,0.74,Bike,123133,142,rural,18.73,87.65,53
1077.18,0.78,Education,368792,131,urban,12.99,378.47,82
222.75,0.75,Gold,291169,129,student,103.53,37.5,37
2579.25,0.95,Gold,277922,89,urban,3.72,996.1,100
298.96,0.74,Marriage,334833,114,rural,60.34,73.98,54
1238.49,0.81,House Downpayment,1377424,117,urban,40.94,448.6,88
1816.45,0.85,Bike,122450,79,urban,2.35,694.98,97
138.96,0.72,Marriage,329631,114,student,440.21,9.98,15
108.54,0.67,Bike,108297,89,student,184.74,7.82,14
651.48,0.89,Emergency Fund,35961,186,rural,2.58,186.19,76
262.2,0.92,Education,347393,160,student,113.3,40.88,43
1687.44,0.89,Bike,135265,142,urban,2.92,618.18,97
922.32,0.72,House Downpayment,1951405,152,urban,84.44,308.13,72
442.26,0.91,Education,424338,162,student,50.47,112.1,69
289.17,0.63,Bike,63905,120,student,12.59,67.67,44
1339.8,0.66,Gold,293740,144,urban,8.19,478.32,70
167.44,0.91,Marriage,706116,117,student,466.64,20.18,32
1333.44,0.72,Gold,193684,138,urban,5.4,478.18,77
1959.02,0.98,Marriage,235229,162,urban,4.36,718.81,100
237.46,0.62,Education,481078,138,rural,161.23,39.78,31
234.06,0.94,Bike,80763,171,student,42.69,25.22,30
417.3,0.65,Marriage,515602,158,rural,66.28,103.72,48
174.2,0.67,Marriage,277483,122,student,177.19,20.88,24
1069.92,0.72,Education,107362,92,urban,3.66,391.17,78
92.7,0.9,Education,221680,96,student,,,5
201.6,0.72,House Downpayment,1483563,150,student,958.37,20.64,22
329.22,0.93,Emergency Fund,102271,131,rural,17.2,79.29,67
543.6,0.72,Emergency Fund,114975,153,rural,9.81,156.24,62
2607.36,0.96,House Downpayment,1092259,121,urban,14.64,994.54,100
206.64,0.63,Emergency Fund,142698,137,student,68.3,27.86,25
291.28,0.88,Gold,102657,131,rural,21.35,64.11,58
274.7,0.67,Gold,49664,162,student,14.69,45.08,32
583.44,0.78,Gold,188958,125,rural,13.74,183.38,73
223.25,0.95,Bike,144229,99,student,38.69,49.7,63
138.38,0.74,Emergency Fund,51199,132,student,267.5,2.55,5
257.37,0.69,Education,134621,139,rural,37.91,47.35,38
1057.5,0.9,House Downpayment,1638522,191,urban,63.03,346.6,88
365.2,0.88,House Downpayment,628748,161,rural,102.64,81.68,59
351.12,0.77,Emergency Fund,61237,78,student,7.47,109.25,71
209.52,0.72,Gold,57576,124,student,22.44,34.21,35
554.32,0.82,Education,333056,165,rural,28.52,155.73,69
933.57,0.99,Marriage,761862,153,urban,32.53,312.23,99
1936.39,0.83,Bike,76828,109,urban,1.4,730.96,93
513.1,0.7,House Downpayment,949823,114,rural,79.33,159.64,65
2231.55,0.81,Marriage,309872,127,urban,4.91,841.82,91
1087.41,0.67,Marriage,490821,169,urban,17.81,367.36,67
1470.38,0.74,Bike,148264,104,urban,3.62,546.55,82
340.0,0.85,Bike,88798,121,student,13.52,87.6,65
114.4,0.88,Emergency Fund,20246,174,student,,,5
655.38,0.66,Education,354261,125,urban,22.26,212.15,64
353.72,0.74,Bike,79705,79,rural,9.67,109.89,68
407.16,0.87,Gold,155262,179,rural,22.68,91.26,58
243.21,0.67,Bike,105716,152,rural,38.63,36.48,30
2163.2,0.8,Emergency Fund,133774,159,urban,2.22,801.68,88
500.34,0.93,Education,442491,130,rural,39.83,148.14,82
299.2,0.88,House Downpayment,1776110,79,student,268.86,88.08,77
331.0,1.0,Bike,100160,107,student,14.9,89.6,81
1931.8,0.65,Marriage,616221,99,urban,11.21,733.12,74
281.82,0.66,Emergency Fund,98031,88,student,16.86,77.53,54
917.32,0.71,House Downpayment,877502,174,urban,39.35,297.33,69
691.02,0.99,Emergency Fund,23153,138,rural,1.4,221.21,95
675.45,0.95,Gold,198940,169,rural,13.09,202.58,85
1046.0,1.0,Education,432848,176,urban,16.58,348.0,99
125.58,0.69,Emergency Fund,101639,140,student,,,5
1664.95,0.71,Education,153877,156,urban,3.4,603.58,77
438.9,0.66,Marriage,558733,144,rural,63.16,117.96,53
1379.07,0.77,Education,185605,123,urban,4.93,502.43,84
402.9,0.79,Education,134679,195,rural,21.59,83.16,48
237.98,0.73,Gold,87308,164,rural,39.34,29.59,27
336.96,0.81,Marriage,249292,147,student,43.74,75.98,54
274.73,0.83,Bike,90997,139,student,22.35,54.29,49
1234.1,0.7,Education,427656,138,urban,13.01,438.44,74
133.95,0.95,Marriage,612404,186,student,,,5
118.26,0.81,Emergency Fund,70172,113,student,444.69,2.1,5
1561.16,0.62,Emergency Fund,114641,172,urban,2.75,555.66,66
513.59,0.77,Education,424056,131,rural,36.95,153.04,68
313.56,0.67,Gold,145347,99,rural,22.58,85.82,55
362.84,0.94,Education,216467,167,student,36.84,78.34,60
498.19,0.77,Education,354974,95,rural,29.35,161.28,74
1100.5,0.71,House Downpayment,1842974,108,urban,61.9,397.0,76
133.77,0.91,Emergency Fund,108282,162,student,,,5
381.48,0.68,Gold,275511,113,rural,34.21,107.39,57
617.89,0.91,Emergency Fund,141566,157,rural,10.24,184.36,81
265.2,0.6,Marriage,709901,120,rural,162.97,58.08,39
2305.8,0.84,Education,226349,137,urban,3.48,867.52,94
339.14,0.62,House Downpayment,1095232,133,rural,177.1,82.46,45
380.7,0.81,Marriage,250664,145,student,35.45,94.28,60
126.4,0.8,Bike,107032,90,student,98.01,14.56,27
252.75,0.75,Gold,168600,105,student,38.04,59.1,52
205.57,0.61,Bike,69929,131,student,31.26,29.83,26
368.18,0.82,Education,287419,123,rural,39.08,98.07,65
80.08,0.77,Emergency Fund,50294,111,student,,,5
2341.74,0.93,Emergency Fund,51827,149,urban,0.79,877.1,100
98.67,0.69,Education,183083,140,student,,,5
631.44,0.72,House Downpayment,1866562,150,urban,129.23,192.58,65
902.16,0.63,Marriage,680731,143,urban,29.89,303.66,63
1226.4,0.73,Education,354951,98,urban,10.49,451.36,80
1085.04,0.72,House Downpayment,1533468,126,urban,53.3,383.62,76
646.76,0.92,Marriage,796092,145,rural,52.89,200.7,85
1580.8,0.95,Emergency Fund,100108,154,urban,2.34,570.72,100
290.7,0.95,Education,308754,114,rural,58.24,70.68,69
266.88,0.64,Education,228472,168,rural,77.02,39.55,28
1402.31,0.67,Education,304077,114,urban,7.87,515.32,73
1750.7,0.7,House Downpayment,813655,146,urban,16.9,641.88,76
456.0,0.96,Gold,116258,144,rural,12.42,124.8,78
127.0,1.0,Education,456070,93,student,447.13,13.6,32
420.0,0.8,Gold,100756,105,rural,10.66,126.0,72
183.96,0.63,Gold,134992,144,student,112.61,15.98,16
347.77,0.83,Gold,277145,107,student,38.37,96.31,68
341.04,0.87,Emergency Fund,67363,120,rural,10.16,88.42,67
1720.4,0.88,Marriage,658540,116,urban,13.68,641.76,98
237.0,0.6,Marriage,637976,120,rural,181.76,46.8,35
434.13,0.87,Marriage,533659,156,student,63.96,111.25,66
534.38,0.77,Gold,283136,192,rural,27.57,136.95,59
386.1,0.99,Gold,138798,109,student,16.7,110.84,85
1430.64,0.72,Marriage,463605,153,urban,12.1,511.06,77
614.94,0.74,House Downpayment,1791837,203,urban,144.99,164.78,59
582.25,0.85,Gold,291308,112,rural,20.65,188.1,82
1281.28,0.91,House Downpayment,1594780,192,urban,48.8,435.71,92
2039.08,0.76,Education,223672,138,urban,3.92,760.43,85
539.12,0.92,Gold,88972,137,rural,7.38,160.85,82
1575.1,0.95,Gold,155086,146,urban,3.62,571.64,100
580.8,0.8,Education,427576,119,rural,30.86,184.72,76
744.0,0.93,House Downpayment,1910440,140,urban,105.43,241.6,90
2654.89,0.97,House Downpayment,667168,148,urban,8.87,1002.76,100
337.44,0.74,Bike,52380,144,student,9.03,77.38,50
287.55,0.71,Education,329551,130,student,69.72,63.02,46
784.2,0.6,Marriage,485328,107,urban,23.89,270.88,62
370.92,0.66,Bike,137070,160,rural,21.66,84.37,45
94.83,0.87,House Downpayment,1053328,147,student,,,5
897.26,0.91,Education,215443,142,urban,9.51,302.1,91
951.86,0.91,Marriage,512929,113,urban,20.38,335.54,96
457.62,0.87,Gold,62896,176,rural,7.44,112.65,64
889.56,0.63,Marriage,561841,118,urban,24.27,308.62,65
883.77,0.89,Education,414131,119,urban,18.05,305.91,92
157.53,0.89,Gold,61439,182,student,,,5
1763.28,0.72,Bike,120460,152,urban,2.49,644.51,78
1998.81,0.99,Gold,133909,165,urban,2.43,733.52,100
176.64,0.69,Marriage,408693,141,student,382.24,14.26,16
86.7,0.85,Gold,210675,160,student,,,5
623.7,0.99,Gold,79463,104,rural,5.1,207.88,98
911.4,0.84,House Downpayment,907147,137,urban,39.05,309.76,85
1177.98,0.87,Gold,130988,133,urban,4.18,417.99,92
1335.84,0.69,House Downpayment,1967431,130,urban,54.39,482.34,74
797.76,0.96,Emergency Fund,42060,108,urban,2.03,275.9,99
998.76,0.84,Emergency Fund,99485,141,urban,3.87,343.1,86
272.8,0.62,House Downpayment,1949513,137,student,478.53,54.32,37
304.85,0.67,Marriage,561673,113,student,97.59,76.74,50
850.95,0.61,Marriage,396250,159,urban,19.09,276.78,59
86.25,0.75,Bike,104076,152,student,,,5
206.08,0.92,Emergency Fund,131435,144,student,70.57,24.83,33
305.37,0.87,Gold,207744,127,rural,38.82,71.35,60
1882.68,0.87,Marriage,360364,121,urban,6.82,704.67,97
140.13,0.81,Bike,94304,110,student,104.33,12.05,20
289.0,0.85,Gold,125582,128,student,26.0,64.4,56
467.79,0.93,Gold,149367,117,rural,14.19,140.32,83
311.04,0.64,Bike,141719,106,rural,23.04,82.02,50
184.44,0.87,House Downpayment,1448898,153,student,1536.15,12.58,17
916.65,0.97,Education,210988,158,urban,9.27,303.46,96
470.34,0.78,Education,164101,150,rural,17.08,128.14,63
164.88,0.72,Marriage,668385,142,student,973.75,9.15,11
1631.37,0.89,Gold,40667,141,urban,0.91,596.15,97
2078.15,0.89,Emergency Fund,121100,167,urban,2.11,764.46,98
953.16,0.94,Marriage,598905,128,urban,24.19,330.06,97
1528.3,0.85,Education,348439,110,urban,8.19,567.32,94
2262.33,0.81,Marriage,397568,125,urban,6.2,854.93,91
1444.12,0.79,Gold,282637,119,urban,7.11,530.05,86
376.56,0.72,House Downpayment,1559835,121,rural,203.45,102.22,58
136.68,0.68,Marriage,352654,125,student,1006.43,4.67,6
83.57,0.61,Bike,134239,107,student,,,5
787.25,0.67,Education,157519,101,urban,7.65,274.5,70
1498.63,0.79,Emergency Fund,133224,158,urban,3.31,536.25,84
1586.97,0.99,Marriage,304784,159,urban,7.11,571.19,100
1050.7,0.95,Emergency Fund,38284,153,urban,1.42,359.08,97
85.86,0.81,Education,206518,134,student,,,5
1946.75,0.65,Emergency Fund,124922,122,urban,2.28,729.9,73
305.76,0.84,Bike,138663,106,student,23.14,79.9,65
1200.28,0.74,Gold,42925,118,urban,1.32,432.91,80
982.3,0.95,Gold,289303,138,urban,11.42,337.72,97
2395.8,0.9,Marriage,494891,192,urban,7.49,881.52,99
362.67,0.77,Marriage,775994,120,student,106.59,97.07,61
316.0,0.8,Gold,164908,121,student,28.19,78.0,59
191.4,0.66,Emergency Fund,148725,118,student,67.54,29.36,30
1116.0,0.6,House Downpayment,1867739,122,urban,62.63,397.6,64
99.82,0.62,House Downpayment,1046569,101,student,,,5
414.75,0.75,Emergency Fund,23085,113,rural,2.55,120.7,65
402.27,0.69,Education,361526,125,rural,43.46,110.91,57
2537.92,0.88,Marriage,352292,118,urban,4.85,967.97,100
1472.46,0.66,Gold,100577,216,urban,2.67,502.58,67
162.74,0.79,Gold,189256,146,student,376.85,6.7,9
255.17,0.79,Bike,75803,138,rural,21.56,46.87,43
276.5,0.79,Education,198589,108,student,39.29,67.4,57
631.24,0.86,Marriage,749479,106,rural,47.56,210.1,85
